metag_count,acc,organism
12,ERR3211751,pig gut metagenome
12,SRR8960578,pig gut metagenome
12,SRR11183518,pig gut metagenome
12,SRR11184092,pig gut metagenome
12,SRR11126455,pig gut metagenome
12,SRR11124835,pig gut metagenome
12,SRR11183806,pig gut metagenome
12,SRR11125454,pig gut metagenome
12,SRR11125821,pig gut metagenome
12,SRR11183899,pig gut metagenome
12,ERR3211782,pig gut metagenome
12,SRR27108373,pig gut metagenome
12,SRR11125073,pig gut metagenome
12,SRR11183999,pig gut metagenome
12,SRR11183466,pig gut metagenome
12,SRR11183925,pig gut metagenome
12,ERR3211908,pig gut metagenome
12,SRR26820219,pig gut metagenome
12,SRR11125895,pig gut metagenome
12,SRR11183465,pig gut metagenome
12,SRR11183815,pig gut metagenome
12,SRR11125072,pig gut metagenome
12,SRR11125242,pig gut metagenome
12,SRR11126362,pig gut metagenome
12,SRR26820276,pig gut metagenome
12,SRR11124995,pig gut metagenome
12,SRR11183872,pig gut metagenome
12,SRR25936290,pig gut metagenome
12,ERR3211864,pig gut metagenome
12,ERR1135380,pig gut metagenome
12,ERR3211807,pig gut metagenome
12,SRR19497822,pig gut metagenome
12,SRR26820245,pig gut metagenome
12,SRR11124983,pig gut metagenome
12,ERR3211971,pig gut metagenome
12,SRR11125462,pig gut metagenome
12,ERR3211788,pig gut metagenome
12,SRR11183801,pig gut metagenome
12,SRR11125486,pig gut metagenome
12,ERR1135387,pig gut metagenome
12,SRR26820200,pig gut metagenome
12,SRR11126080,pig gut metagenome
12,SRR11124755,pig gut metagenome
12,SRR25936379,pig gut metagenome
12,SRR14369140,pig gut metagenome
12,ERR1135250,pig gut metagenome
12,SRR11126295,pig gut metagenome
12,SRR11125184,pig gut metagenome
12,SRR20591101,pig gut metagenome
12,SRR11125104,pig gut metagenome
12,ERR3211798,pig gut metagenome
12,SRR11183926,pig gut metagenome
12,ERR3211750,pig gut metagenome
12,ERR1135394,pig gut metagenome
12,SRR11183949,pig gut metagenome
12,SRR11125406,pig gut metagenome
12,SRR26820253,pig gut metagenome
12,SRR11183541,pig gut metagenome
12,ERR1135424,pig gut metagenome
12,SRR11126125,pig gut metagenome
12,SRR26064492,pig gut metagenome
12,SRR11126487,pig gut metagenome
12,ERR3211951,pig gut metagenome
12,SRR11125284,pig gut metagenome
12,SRR25936378,pig gut metagenome
12,SRR11183716,pig gut metagenome
12,SRR7182031,pig gut metagenome
12,ERR3211898,pig gut metagenome
12,SRR11183314,pig gut metagenome
12,SRR11184106,pig gut metagenome
12,SRR8960225,pig gut metagenome
12,SRR11125096,pig gut metagenome
12,SRR11125988,pig gut metagenome
12,SRR11125482,pig gut metagenome
12,ERR3211839,pig gut metagenome
12,SRR13517653,pig gut metagenome
12,SRR11126172,pig gut metagenome
12,ERR3211769,pig gut metagenome
12,SRR8960455,pig gut metagenome
12,SRR17241518,pig gut metagenome
12,SRR8960436,pig gut metagenome
12,SRR11125498,pig gut metagenome
12,ERR3211910,pig gut metagenome
12,SRR11125328,pig gut metagenome
12,SRR11183737,pig gut metagenome
12,SRR11126102,pig gut metagenome
12,ERR3211862,pig gut metagenome
12,SRR26820217,pig gut metagenome
12,SRR11125861,pig gut metagenome
12,SRR11125426,pig gut metagenome
12,SRR11489782,pig gut metagenome
12,SRR11124784,pig gut metagenome
12,SRR11125053,pig gut metagenome
12,ERR3211928,pig gut metagenome
12,SRR11126511,pig gut metagenome
12,SRR11183300,pig gut metagenome
12,SRR11126073,pig gut metagenome
12,SRR20632227,pig gut metagenome
12,ERR1135472,pig gut metagenome
12,ERR3211850,pig gut metagenome
12,SRR11183914,pig gut metagenome
12,SRR11125313,pig gut metagenome
12,ERR3211784,pig gut metagenome
12,ERR3211805,pig gut metagenome
12,ERR3211938,pig gut metagenome
12,ERR3211903,pig gut metagenome
12,SRR11126130,pig gut metagenome
12,SRR11184103,pig gut metagenome
12,SRR8960242,pig gut metagenome
12,SRR11183342,pig gut metagenome
12,ERR1135444,pig gut metagenome
12,ERR8314731,pig gut metagenome
12,SRR5241535,pig gut metagenome
12,SRR11126171,pig gut metagenome
12,SRR11184080,pig gut metagenome
12,SRR17241671,pig gut metagenome
12,SRR17418332,pig gut metagenome
12,ERR3211757,pig gut metagenome
12,ERR3211790,pig gut metagenome
12,SRR11125370,pig gut metagenome
12,SRR11126377,pig gut metagenome
12,SRR8960643,pig gut metagenome
12,SRR11125791,pig gut metagenome
12,SRR26820241,pig gut metagenome
12,ERR1135189,pig gut metagenome
12,SRR14369286,pig gut metagenome
12,SRR11183858,pig gut metagenome
12,ERR1135458,pig gut metagenome
12,ERR8314772,pig gut metagenome
12,SRR11125488,pig gut metagenome
12,SRR11124959,pig gut metagenome
12,SRR11125656,pig gut metagenome
12,ERR3211899,pig gut metagenome
12,SRR11124950,pig gut metagenome
12,ERR3211918,pig gut metagenome
12,ERR3211837,pig gut metagenome
12,SRR8960263,pig gut metagenome
12,SRR20981859,pig gut metagenome
12,SRR11125413,pig gut metagenome
12,SRR11126381,pig gut metagenome
12,ERR3211968,pig gut metagenome
12,SRR25936402,pig gut metagenome
12,ERR1135425,pig gut metagenome
12,SRR11126499,pig gut metagenome
12,SRR11124675,pig gut metagenome
12,SRR11183382,pig gut metagenome
12,SRR11183908,pig gut metagenome
12,SRR11126219,pig gut metagenome
12,SRR17241523,pig gut metagenome
12,SRR11183924,pig gut metagenome
12,ERR3211786,pig gut metagenome
12,SRR26820278,pig gut metagenome
12,SRR26820229,pig gut metagenome
12,SRR8960245,pig gut metagenome
12,SRR11126169,pig gut metagenome
12,SRR11184070,pig gut metagenome
12,SRR11126356,pig gut metagenome
12,SRR8960946,pig gut metagenome
12,SRR23223843,pig gut metagenome
12,SRR11124842,pig gut metagenome
12,SRR14369291,pig gut metagenome
12,SRR11125468,pig gut metagenome
12,SRR26820198,pig gut metagenome
12,SRR11183868,pig gut metagenome
12,ERR1135404,pig gut metagenome
12,SRR11125777,pig gut metagenome
12,SRR11183833,pig gut metagenome
12,ERR3211933,pig gut metagenome
12,ERR3211914,pig gut metagenome
12,ERR3211791,pig gut metagenome
12,ERR3211762,pig gut metagenome
12,SRR11125317,pig gut metagenome
12,SRR11125010,pig gut metagenome
12,ERR3211802,pig gut metagenome
12,SRR11184023,pig gut metagenome
12,SRR11124920,pig gut metagenome
12,SRR11183695,pig gut metagenome
12,SRR11126532,pig gut metagenome
12,SRR20662457,pig gut metagenome
12,SRR11183804,pig gut metagenome
12,SRR11125769,pig gut metagenome
12,ERR3211766,pig gut metagenome
12,SRR11125702,pig gut metagenome
12,SRR11125772,pig gut metagenome
12,SRR11184085,pig gut metagenome
12,SRR11126060,pig gut metagenome
12,SRR11126397,pig gut metagenome
12,SRR11124968,pig gut metagenome
12,SRR11125371,pig gut metagenome
12,SRR11124667,pig gut metagenome
12,SRR26064532,pig gut metagenome
12,SRR14369160,pig gut metagenome
12,ERR3211940,pig gut metagenome
12,ERR3211977,pig gut metagenome
12,ERR3211867,pig gut metagenome
12,SRR11183796,pig gut metagenome
12,SRR11124761,pig gut metagenome
12,ERR8314777,pig gut metagenome
12,ERR3211920,pig gut metagenome
12,ERR1135413,pig gut metagenome
12,ERR3211765,pig gut metagenome
12,SRR11126537,pig gut metagenome
12,SRR26820224,pig gut metagenome
12,SRR11126117,pig gut metagenome
12,SRR17418325,pig gut metagenome
12,ERR3211756,pig gut metagenome
12,SRR17241514,pig gut metagenome
12,SRR26820290,pig gut metagenome
12,SRR11125405,pig gut metagenome
12,ERR3211900,pig gut metagenome
12,SRR11183445,pig gut metagenome
12,SRR29048505,pig gut metagenome
12,SRR11183955,pig gut metagenome
12,SRR11126317,pig gut metagenome
12,SRR11126339,pig gut metagenome
12,SRR11125711,pig gut metagenome
12,SRR11126496,pig gut metagenome
12,SRR11124884,pig gut metagenome
12,SRR11183646,pig gut metagenome
12,SRR8960690,pig gut metagenome
12,SRR11183781,pig gut metagenome
12,ERR1135388,pig gut metagenome
12,ERR1135417,pig gut metagenome
12,SRR14369304,pig gut metagenome
12,ERR3211778,pig gut metagenome
12,SRR11125457,pig gut metagenome
12,SRR11125311,pig gut metagenome
12,SRR11183856,pig gut metagenome
12,SRR11184072,pig gut metagenome
12,SRR11126343,pig gut metagenome
12,ERR3211832,pig gut metagenome
12,SRR11183508,pig gut metagenome
12,ERR3211817,pig gut metagenome
12,SRR26820191,pig gut metagenome
12,SRR11126526,pig gut metagenome
12,SRR7182032,pig gut metagenome
12,SRR11124819,pig gut metagenome
12,SRR11123014,pig gut metagenome
12,SRR11124805,pig gut metagenome
12,SRR11124885,pig gut metagenome
12,SRR26820184,pig gut metagenome
12,SRR8960564,pig gut metagenome
12,SRR11183433,pig gut metagenome
12,SRR11125335,pig gut metagenome
12,SRR11183864,pig gut metagenome
12,ERR3211897,pig gut metagenome
12,SRR11183429,pig gut metagenome
12,SRR8960700,pig gut metagenome
12,SRR11124776,pig gut metagenome
12,ERR3211976,pig gut metagenome
12,SRR11126076,pig gut metagenome
12,SRR2329666,pig gut metagenome
12,SRR11125017,pig gut metagenome
12,ERR3211767,pig gut metagenome
12,SRR20591100,pig gut metagenome
12,SRR11125359,pig gut metagenome
12,SRR29218548,pig gut metagenome
12,SRR11125741,pig gut metagenome
12,SRR11125169,pig gut metagenome
12,SRR11125131,pig gut metagenome
12,SRR11184094,pig gut metagenome
12,ERR3211945,pig gut metagenome
12,ERR12731859,pig gut metagenome
12,ERR1135262,pig gut metagenome
12,SRR11124759,pig gut metagenome
12,SRR11183845,pig gut metagenome
12,SRR11125045,pig gut metagenome
12,SRR11124749,pig gut metagenome
12,ERR3211872,pig gut metagenome
12,ERR3211806,pig gut metagenome
12,SRR11183683,pig gut metagenome
12,ERR3211912,pig gut metagenome
12,SRR11183490,pig gut metagenome
12,ERR1135457,pig gut metagenome
12,SRR11125739,pig gut metagenome
12,SRR11183710,pig gut metagenome
12,ERR3211972,pig gut metagenome
12,SRR7182045,pig gut metagenome
12,SRR11183794,pig gut metagenome
12,SRR26820208,pig gut metagenome
12,SRR25936444,pig gut metagenome
12,ERR1135386,pig gut metagenome
12,SRR8960205,pig gut metagenome
12,SRR11126340,pig gut metagenome
12,SRR8960098,pig gut metagenome
12,SRR11183626,pig gut metagenome
12,SRR25936270,pig gut metagenome
12,SRR11183963,pig gut metagenome
12,ERR1135251,pig gut metagenome
12,ERR3211844,pig gut metagenome
12,SRR25936366,pig gut metagenome
12,SRR25936407,pig gut metagenome
12,SRR11125075,pig gut metagenome
12,SRR8960694,pig gut metagenome
12,SRR11125699,pig gut metagenome
12,SRR8960869,pig gut metagenome
12,ERR1135379,pig gut metagenome
12,SRR11125813,pig gut metagenome
12,SRR11124973,pig gut metagenome
12,ERR3211870,pig gut metagenome
12,SRR11126530,pig gut metagenome
12,SRR11124703,pig gut metagenome
12,ERR1135448,pig gut metagenome
12,ERR3211843,pig gut metagenome
12,SRR11126335,pig gut metagenome
12,ERR3211964,pig gut metagenome
12,SRR8960937,pig gut metagenome
12,SRR25936278,pig gut metagenome
12,SRR11125089,pig gut metagenome
12,SRR11551381,pig gut metagenome
12,SRR5976187,pig gut metagenome
12,SRR11126513,pig gut metagenome
12,SRR11124714,pig gut metagenome
12,SRR11125070,pig gut metagenome
12,SRR11489777,pig gut metagenome
12,SRR11489786,pig gut metagenome
12,SRR11183527,pig gut metagenome
12,SRR8960506,pig gut metagenome
12,SRR26820202,pig gut metagenome
12,SRR11125076,pig gut metagenome
12,SRR8960831,pig gut metagenome
12,SRR11124960,pig gut metagenome
12,SRR11125664,pig gut metagenome
12,SRR11126124,pig gut metagenome
12,SRR11125037,pig gut metagenome
12,ERR1135192,pig gut metagenome
12,SRR11125233,pig gut metagenome
12,SRR20662455,pig gut metagenome
12,ERR3211991,pig gut metagenome
12,ERR1135300,pig gut metagenome
12,ERR3211758,pig gut metagenome
12,SRR11183988,pig gut metagenome
12,ERR3211833,pig gut metagenome
12,SRR11125975,pig gut metagenome
12,SRR11183809,pig gut metagenome
12,SRR17241573,pig gut metagenome
12,SRR11183504,pig gut metagenome
12,SRR11125323,pig gut metagenome
12,ERR3211856,pig gut metagenome
12,SRR11125124,pig gut metagenome
12,SRR11125042,pig gut metagenome
12,SRR11125303,pig gut metagenome
12,ERR3212022,pig gut metagenome
12,ERR1135447,pig gut metagenome
12,SRR11125279,pig gut metagenome
12,SRR8960529,pig gut metagenome
12,ERR1135422,pig gut metagenome
12,ERR3211902,pig gut metagenome
12,SRR11124923,pig gut metagenome
12,ERR3211970,pig gut metagenome
12,SRR8960716,pig gut metagenome
12,ERR1135469,pig gut metagenome
12,SRR8960509,pig gut metagenome
12,SRR11124793,pig gut metagenome
12,ERR3211768,pig gut metagenome
12,ERR3211799,pig gut metagenome
12,SRR11126467,pig gut metagenome
12,ERR3211797,pig gut metagenome
12,SRR11124683,pig gut metagenome
12,SRR11183802,pig gut metagenome
12,SRR8960285,pig gut metagenome
12,SRR11125376,pig gut metagenome
12,ERR3211922,pig gut metagenome
12,SRR8960897,pig gut metagenome
12,SRR11183524,pig gut metagenome
12,SRR8960577,pig gut metagenome
12,SRR11126046,pig gut metagenome
12,SRR11125368,pig gut metagenome
12,SRR8960292,pig gut metagenome
12,ERR1135410,pig gut metagenome
12,SRR11183356,pig gut metagenome
12,ERR1135402,pig gut metagenome
12,ERR1135393,pig gut metagenome
12,SRR26820227,pig gut metagenome
12,SRR11183705,pig gut metagenome
12,SRR11124843,pig gut metagenome
12,SRR11125477,pig gut metagenome
12,ERR3211889,pig gut metagenome
12,SRR11183403,pig gut metagenome
12,SRR11126077,pig gut metagenome
12,SRR11183977,pig gut metagenome
12,SRR11124901,pig gut metagenome
12,SRR11126355,pig gut metagenome
12,ERR3211820,pig gut metagenome
12,SRR11126486,pig gut metagenome
12,SRR5976183,pig gut metagenome
12,SRR11124954,pig gut metagenome
12,SRR8960545,pig gut metagenome
12,SRR26820213,pig gut metagenome
12,SRR11183369,pig gut metagenome
12,SRR11126328,pig gut metagenome
12,ERR1135408,pig gut metagenome
12,SRR11125695,pig gut metagenome
12,SRR11124987,pig gut metagenome
12,SRR11183860,pig gut metagenome
12,SRR7182051,pig gut metagenome
12,SRR11125095,pig gut metagenome
12,SRR20816182,pig gut metagenome
12,SRR13517654,pig gut metagenome
12,ERR1135381,pig gut metagenome
12,SRR5241534,pig gut metagenome
12,ERR3211892,pig gut metagenome
12,SRR11126425,pig gut metagenome
12,SRR11126466,pig gut metagenome
12,ERR8314736,pig gut metagenome
12,SRR11124979,pig gut metagenome
12,SRR11125691,pig gut metagenome
12,SRR11126349,pig gut metagenome
12,SRR27108410,pig gut metagenome
12,ERR1135378,pig gut metagenome
12,ERR3211876,pig gut metagenome
12,ERR3211847,pig gut metagenome
12,ERR1135296,pig gut metagenome
12,SRR11183994,pig gut metagenome
12,SRR8960306,pig gut metagenome
12,SRR11125467,pig gut metagenome
12,SRR8960395,pig gut metagenome
12,ERR1135407,pig gut metagenome
12,ERR1135397,pig gut metagenome
12,ERR3211755,pig gut metagenome
12,SRR13517635,pig gut metagenome
12,SRR8960394,pig gut metagenome
12,SRR11125234,pig gut metagenome
12,ERR3211796,pig gut metagenome
12,SRR20662467,pig gut metagenome
12,SRR26820237,pig gut metagenome
12,SRR14369203,pig gut metagenome
12,ERR3211842,pig gut metagenome
12,ERR1135187,pig gut metagenome
12,SRR11183457,pig gut metagenome
12,SRR11125479,pig gut metagenome
12,ERR3211828,pig gut metagenome
12,SRR11183412,pig gut metagenome
12,ERR3211764,pig gut metagenome
12,SRR8960504,pig gut metagenome
12,ERR3211746,pig gut metagenome
12,SRR26064495,pig gut metagenome
12,SRR11125112,pig gut metagenome
12,ERR3211781,pig gut metagenome
12,ERR8314774,pig gut metagenome
12,SRR26820225,pig gut metagenome
12,SRR8960944,pig gut metagenome
12,SRR11123020,pig gut metagenome
12,ERR3211907,pig gut metagenome
12,SRR26820269,pig gut metagenome
12,SRR8960824,pig gut metagenome
12,SRR26820282,pig gut metagenome
12,ERR3211774,pig gut metagenome
12,SRR11125293,pig gut metagenome
12,SRR11125517,pig gut metagenome
12,SRR11124822,pig gut metagenome
12,SRR25936399,pig gut metagenome
12,ERR3211929,pig gut metagenome
12,ERR3211841,pig gut metagenome
12,SRR11184059,pig gut metagenome
12,SRR11124875,pig gut metagenome
12,SRR26820197,pig gut metagenome
12,SRR11126507,pig gut metagenome
12,SRR11183304,pig gut metagenome
12,ERR1135470,pig gut metagenome
12,SRR11125534,pig gut metagenome
12,SRR8960834,pig gut metagenome
12,SRR11124677,pig gut metagenome
12,SRR11183367,pig gut metagenome
12,SRR11183398,pig gut metagenome
12,SRR11124957,pig gut metagenome
12,SRR26820192,pig gut metagenome
12,SRR17241528,pig gut metagenome
12,ERR3211901,pig gut metagenome
12,SRR8960278,pig gut metagenome
12,SRR11124818,pig gut metagenome
12,SRR11125447,pig gut metagenome
12,ERR1135420,pig gut metagenome
12,SRR11125707,pig gut metagenome
12,ERR3211993,pig gut metagenome
12,SRR26820218,pig gut metagenome
12,SRR8960103,pig gut metagenome
12,SRR11183444,pig gut metagenome
12,SRR8960248,pig gut metagenome
12,SRR26064530,pig gut metagenome
12,SRR8960652,pig gut metagenome
12,SRR11125888,pig gut metagenome
12,ERR3211925,pig gut metagenome
12,SRR8960688,pig gut metagenome
12,SRR11126304,pig gut metagenome
12,SRR8960399,pig gut metagenome
12,ERR3211939,pig gut metagenome
12,SRR11125883,pig gut metagenome
12,SRR11125749,pig gut metagenome
12,SRR11126447,pig gut metagenome
12,ERR3211942,pig gut metagenome
12,ERR1135414,pig gut metagenome
12,SRR11126291,pig gut metagenome
12,SRR13517658,pig gut metagenome
12,ERR3211838,pig gut metagenome
12,ERR1135416,pig gut metagenome
12,SRR20591098,pig gut metagenome
12,SRR11126492,pig gut metagenome
12,SRR11125721,pig gut metagenome
12,SRR11184022,pig gut metagenome
12,SRR11183437,pig gut metagenome
12,ERR3211753,pig gut metagenome
12,SRR11125443,pig gut metagenome
12,SRR26820271,pig gut metagenome
12,SRR17418324,pig gut metagenome
12,SRR25936409,pig gut metagenome
12,SRR8960741,pig gut metagenome
12,SRR11183486,pig gut metagenome
12,SRR20632260,pig gut metagenome
12,ERR1135423,pig gut metagenome
12,SRR8960790,pig gut metagenome
12,SRR11125925,pig gut metagenome
12,SRR14369265,pig gut metagenome
12,SRR11126422,pig gut metagenome
12,SRR11125492,pig gut metagenome
12,ERR3211878,pig gut metagenome
12,ERR3211885,pig gut metagenome
12,SRR11183499,pig gut metagenome
12,SRR11183973,pig gut metagenome
12,SRR11124891,pig gut metagenome
12,SRR8960172,pig gut metagenome
12,ERR3211895,pig gut metagenome
12,SRR11125802,pig gut metagenome
12,ERR3211893,pig gut metagenome
12,SRR5666655,pig gut metagenome
12,SRR11126160,pig gut metagenome
12,SRR11124971,pig gut metagenome
12,SRR8960281,pig gut metagenome
12,ERR3211880,pig gut metagenome
12,SRR8960887,pig gut metagenome
12,ERR8314743,pig gut metagenome
12,SRR7182049,pig gut metagenome
12,SRR11125484,pig gut metagenome
12,SRR11183896,pig gut metagenome
12,SRR11125051,pig gut metagenome
12,SRR11126369,pig gut metagenome
12,SRR8960099,pig gut metagenome
12,SRR11183775,pig gut metagenome
12,ERR3211783,pig gut metagenome
12,ERR3211801,pig gut metagenome
12,SRR13517656,pig gut metagenome
12,ERR8314730,pig gut metagenome
12,SRR11723722,pig gut metagenome
12,SRR11183406,pig gut metagenome
12,SRR25936422,pig gut metagenome
12,ERR3211858,pig gut metagenome
12,SRR26820275,pig gut metagenome
12,SRR11125483,pig gut metagenome
12,ERR12731896,pig gut metagenome
12,SRR8960880,pig gut metagenome
12,SRR8960955,pig gut metagenome
12,SRR18323991,pig gut metagenome
12,SRR11126482,pig gut metagenome
12,SRR11125688,pig gut metagenome
12,SRR11126078,pig gut metagenome
12,SRR11183937,pig gut metagenome
12,SRR11125061,pig gut metagenome
12,SRR11183301,pig gut metagenome
12,SRR5976186,pig gut metagenome
12,ERR1135382,pig gut metagenome
12,SRR18323987,pig gut metagenome
12,SRR11124669,pig gut metagenome
12,SRR8960503,pig gut metagenome
12,SRR8960361,pig gut metagenome
12,SRR8960456,pig gut metagenome
12,SRR11125277,pig gut metagenome
12,ERR3212023,pig gut metagenome
12,SRR11126306,pig gut metagenome
12,ERR3211752,pig gut metagenome
12,ERR3211812,pig gut metagenome
12,SRR11126534,pig gut metagenome
12,ERR3211861,pig gut metagenome
12,SRR11125561,pig gut metagenome
12,SRR11183316,pig gut metagenome
12,SRR11124700,pig gut metagenome
12,ERR3211960,pig gut metagenome
12,SRR11125445,pig gut metagenome
12,SRR11125757,pig gut metagenome
12,ERR1135443,pig gut metagenome
12,SRR17418323,pig gut metagenome
12,SRR11126101,pig gut metagenome
12,SRR8960844,pig gut metagenome
12,SRR11126477,pig gut metagenome
12,SRR11126049,pig gut metagenome
12,ERR3211947,pig gut metagenome
12,SRR5976184,pig gut metagenome
12,ERR3211785,pig gut metagenome
12,SRR25936186,pig gut metagenome
12,SRR11183729,pig gut metagenome
12,SRR8960390,pig gut metagenome
12,SRR11183964,pig gut metagenome
12,SRR11183371,pig gut metagenome
12,SRR25936376,pig gut metagenome
12,SRR26820206,pig gut metagenome
12,SRR5976180,pig gut metagenome
12,SRR11126108,pig gut metagenome
12,ERR3211979,pig gut metagenome
12,SRR11124880,pig gut metagenome
12,SRR26064522,pig gut metagenome
12,SRR11125380,pig gut metagenome
12,SRR20662460,pig gut metagenome
12,ERR3211866,pig gut metagenome
12,SRR11183501,pig gut metagenome
12,SRR11125216,pig gut metagenome
12,ERR3211800,pig gut metagenome
12,SRR11551368,pig gut metagenome
12,SRR8960482,pig gut metagenome
12,SRR8960181,pig gut metagenome
12,SRR8960582,pig gut metagenome
12,SRR26820266,pig gut metagenome
12,SRR17241676,pig gut metagenome
12,SRR26820203,pig gut metagenome
12,SRR23223854,pig gut metagenome
12,SRR11125786,pig gut metagenome
12,SRR17241688,pig gut metagenome
12,SRR11184082,pig gut metagenome
12,SRR11125729,pig gut metagenome
12,SRR11126361,pig gut metagenome
12,SRR26820216,pig gut metagenome
12,SRR11125312,pig gut metagenome
12,SRR11125884,pig gut metagenome
12,SRR8960488,pig gut metagenome
12,SRR8960531,pig gut metagenome
12,SRR8960368,pig gut metagenome
12,ERR1135471,pig gut metagenome
12,SRR11183428,pig gut metagenome
12,SRR8960563,pig gut metagenome
12,SRR11125819,pig gut metagenome
12,ERR3211840,pig gut metagenome
12,SRR26820252,pig gut metagenome
12,SRR8960546,pig gut metagenome
12,SRR11183922,pig gut metagenome
12,SRR11183449,pig gut metagenome
12,SRR11183785,pig gut metagenome
12,SRR11125083,pig gut metagenome
12,ERR3211818,pig gut metagenome
12,SRR11125771,pig gut metagenome
12,SRR11126297,pig gut metagenome
12,SRR25936191,pig gut metagenome
12,SRR26064540,pig gut metagenome
12,SRR11124978,pig gut metagenome
12,SRR11125436,pig gut metagenome
12,SRR11125062,pig gut metagenome
12,SRR12960526,pig gut metagenome
12,SRR11183381,pig gut metagenome
12,ERR3211770,pig gut metagenome
12,ERR3211779,pig gut metagenome
12,SRR11126326,pig gut metagenome
12,SRR11126097,pig gut metagenome
12,SRR8960087,pig gut metagenome
12,SRR20662473,pig gut metagenome
12,SRR20662461,pig gut metagenome
12,SRR11126515,pig gut metagenome
12,ERR3211906,pig gut metagenome
12,SRR11126464,pig gut metagenome
12,SRR8960288,pig gut metagenome
12,SRR11183790,pig gut metagenome
12,SRR26820210,pig gut metagenome
12,SRR11126470,pig gut metagenome
12,ERR3211904,pig gut metagenome
12,SRR11125036,pig gut metagenome
12,SRR20815126,pig gut metagenome
12,ERR1135216,pig gut metagenome
12,ERR3211831,pig gut metagenome
12,SRR11126194,pig gut metagenome
12,SRR11183370,pig gut metagenome
12,ERR3211932,pig gut metagenome
12,ERR3211955,pig gut metagenome
12,ERR3211792,pig gut metagenome
12,SRR11124762,pig gut metagenome
12,SRR11124804,pig gut metagenome
12,SRR8960839,pig gut metagenome
12,SRR17241534,pig gut metagenome
12,SRR8960585,pig gut metagenome
12,ERR3211789,pig gut metagenome
12,SRR17241569,pig gut metagenome
12,ERR3211745,pig gut metagenome
12,SRR11183812,pig gut metagenome
12,SRR8960662,pig gut metagenome
12,SRR11125697,pig gut metagenome
12,SRR11126293,pig gut metagenome
12,SRR11126239,pig gut metagenome
12,SRR11183350,pig gut metagenome
12,SRR11125780,pig gut metagenome
12,SRR11126378,pig gut metagenome
12,ERR3211926,pig gut metagenome
12,SRR11125751,pig gut metagenome
12,ERR8314744,pig gut metagenome
12,SRR11126418,pig gut metagenome
12,SRR8960613,pig gut metagenome
12,SRR11183452,pig gut metagenome
12,SRR11124665,pig gut metagenome
12,SRR8960247,pig gut metagenome
12,SRR11183720,pig gut metagenome
12,SRR11125456,pig gut metagenome
12,ERR3211846,pig gut metagenome
12,SRR17241691,pig gut metagenome
12,ERR1135258,pig gut metagenome
12,ERR1135464,pig gut metagenome
12,SRR11125967,pig gut metagenome
12,SRR11183895,pig gut metagenome
12,SRR8960542,pig gut metagenome
12,SRR28483857,pig gut metagenome
12,ERR1135269,pig gut metagenome
12,SRR11125743,pig gut metagenome
12,SRR11183855,pig gut metagenome
12,SRR11183549,pig gut metagenome
12,SRR11126403,pig gut metagenome
12,SRR11124663,pig gut metagenome
12,SRR11125281,pig gut metagenome
12,SRR11126313,pig gut metagenome
12,SRR11183542,pig gut metagenome
12,SRR8960864,pig gut metagenome
12,SRR8960097,pig gut metagenome
12,SRR23223861,pig gut metagenome
12,ERR3211803,pig gut metagenome
12,SRR11183492,pig gut metagenome
12,SRR11124820,pig gut metagenome
12,ERR3211935,pig gut metagenome
12,SRR11124826,pig gut metagenome
12,SRR11126155,pig gut metagenome
12,SRR11125137,pig gut metagenome
12,SRR11126490,pig gut metagenome
12,ERR3211980,pig gut metagenome
12,SRR19497817,pig gut metagenome
12,SRR23223848,pig gut metagenome
12,SRR8960903,pig gut metagenome
12,SRR12799829,pig gut metagenome
12,SRR8960588,pig gut metagenome
12,SRR11126500,pig gut metagenome
12,SRR11183358,pig gut metagenome
12,SRR11183942,pig gut metagenome
12,SRR11126396,pig gut metagenome
12,ERR3211936,pig gut metagenome
12,SRR14369299,pig gut metagenome
12,SRR11125115,pig gut metagenome
12,SRR11125241,pig gut metagenome
12,ERR3211855,pig gut metagenome
12,ERR3211887,pig gut metagenome
12,SRR11489785,pig gut metagenome
12,SRR11183789,pig gut metagenome
12,ERR1135349,pig gut metagenome
12,SRR11125040,pig gut metagenome
12,ERR3211744,pig gut metagenome
12,SRR11183980,pig gut metagenome
12,SRR27108361,pig gut metagenome
12,SRR11126045,pig gut metagenome
12,ERR3211829,pig gut metagenome
12,ERR3211886,pig gut metagenome
12,SRR8960701,pig gut metagenome
12,ERR1135445,pig gut metagenome
12,SRR16235687,pig gut metagenome
12,SRR8960709,pig gut metagenome
12,SRR11125130,pig gut metagenome
12,SRR15057921,pig gut metagenome
12,SRR11184029,pig gut metagenome
12,ERR8314776,pig gut metagenome
12,SRR11183532,pig gut metagenome
12,SRR11184004,pig gut metagenome
12,SRR26820274,pig gut metagenome
14,SRR25667263,pig gut metagenome
14,SRR8198116,pig gut metagenome
14,SRR22460726,pig gut metagenome
14,SRR8198129,pig gut metagenome
14,SRR22460746,pig gut metagenome
14,SRR22460724,pig gut metagenome
14,SRR22460753,pig gut metagenome
14,SRR26629440,pig gut metagenome
14,SRR25667288,pig gut metagenome
14,SRR8198120,pig gut metagenome
14,SRR26629447,pig gut metagenome
14,SRR22460751,pig gut metagenome
14,SRR22460781,pig gut metagenome
14,SRR22460754,pig gut metagenome
14,SRR22460774,pig gut metagenome
14,SRR22460785,pig gut metagenome
14,SRR26629445,pig gut metagenome
