acc,bases,bytes,cohort_sam,collection_date_sam,cohort,timepoint,sampling_time,cohort2,med_used,crate_before_start_of_the_trial_sam,cross_breed_sam,dna_plate_sam,dna_well_sam,dysentery_sam,env_biome_sam,env_feature_sam,env_material_sam,host_body_habitat_sam,host_diet_sam,host_last_meal_sam,host_life_stage_sam,host_sam,host_sex_sam,host_weight_sam,isolation_source_sam_ss_dpl262,lat_lon_sam,line_sam,nursing_dam_sam,pigpen_sam,sample_storage_temperature_sam,start_of_treatment_sam,stigdam__female_parent__sam,stigsire__male_parent__sam,tattoo_sam,primary_search
SRR11185258,23262929838,7254741234,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,B7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['P03694'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098501
SRR11185259,20327565942,6540818967,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,B6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['210747'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098496
SRR11185264,17054850530,5314596944,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32719'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098511
SRR8960100,5233795900,1702184897,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,D4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['60581'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098510
SRR8960106,3567735890,1151065061,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32719'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098511
SRR8960131,3180173250,1026164908,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['Y08843'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098513
SRR8960132,5684757702,1826412713,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,E2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['316703'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098514
SRR8960134,4778998396,1576405820,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32810'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098515
SRR8960135,6611486076,2141618432,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,E10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32365'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098516
SRR8960136,5278249092,1807283628,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['408216'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098517
SRR8960137,5655934520,1876891061,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,E5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['60690'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098518
SRR8960167,3522624640,1138517551,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['21272'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098524
SRR8960170,5352736486,1745911946,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,B4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32771'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098523
SRR8960181,7132017504,2350271346,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,D10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B11802'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098521
SRR8960222,5323549394,1751873619,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,F9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['T11600'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098533
SRR8960237,5283721936,1748946971,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,C8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['40519'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098531
SRR8960343,4393413856,1422857515,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315132'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098532
SRR8960346,4671888056,1510267056,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,G4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32650'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098505
SRR8960348,5883893180,1900920749,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,F10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['210080'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098529
SRR8960349,6327965758,2148138685,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,G7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315376'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098530
SRR8960350,6693024868,2181781890,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['40486'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098535
SRR8960353,6537670934,2146063266,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,D8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B11614'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098534
SRR8960380,3629663104,1177520749,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,F5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['314531'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098507
SRR8960382,4852028942,1566210812,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,A2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['T12057'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098504
SRR8960390,5447356106,1763428384,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['317019'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098503
SRR8960411,4534483492,1473181247,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,C6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['9128'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098506
SRR8960419,5589764508,1802526656,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,B1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['21508'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098512
SRR8960453,5568365090,1801505342,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,C4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315875'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098494
SRR8960466,4257364366,1374511329,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['910916'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098495
SRR8960467,7468320778,2482316609,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,G3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['706402'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098519
SRR8960468,4732975106,1553535038,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,B6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['210747'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098496
SRR8960512,2950920822,952623294,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,F5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['Y09733'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098498
SRR8960533,4839196358,1578117243,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,B8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['319427'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098500
SRR8960607,5496722838,1826007331,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,E4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['40516'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098497
SRR8960653,6899347644,2238557370,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,G5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['316981'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098502
SRR8960694,7857195608,2690117789,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,F8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['Y08266'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098508
SRR8960737,3911083012,1267806230,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,F6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['21560'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098527
SRR8960776,5044295128,1623844529,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,B8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B11439'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098499
SRR8960816,3727143872,1216034453,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,D9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['319096'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098509
SRR8960817,4763755550,1547731979,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,B7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['P03694'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098501
SRR8960821,7067246960,2486009830,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,D3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315649'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098528
SRR8960846,4970244426,1646508902,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,G7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['212211'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098526
SRR8960849,4842883476,1573207414,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315286'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098525
SRR8960897,2463303770,814587932,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B12474'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098522
SRR8960948,6829386928,2184688931,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['R03999'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098520
SRR11124801,1296166182,387666390,['ColiGuard'],['2017-01-31'],pre_treatment,1,t0,pre_treatment,coliguard,B4,Duroc x Landrace,plate_7,F4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6,['14183'],['34.1273 S 150.7387 E'],316,Y08266,3B,-80C,42767,210747,BR06957,14183,11097723
SRR11124823,1690223332,512702823,['ColiGuard'],['2017-01-31'],pre_treatment,1,t0,pre_treatment,coliguard,B2,Duroc x Landrace,plate_7,C10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],9.5,['14188'],['34.1273 S 150.7387 E'],316,210747,3A,-80C,42767,210747,BR06957,14188,11097721
